Relation|RowGroup|Column|uncompressed|bb_compressed|c3_compressed|compression_ratio_improvement|bb_cr|c3_cr|datatype|C3_source_target|C3scheme|source_column|target_column|bb_source_ecr|bb_target_ecr|c3_source_ecr|c3_target_ecr|estimated_bytes_saved_source|estimated_bytes_saved_target|source_bb_scheme|target_bb_scheme|source_unique_count|target_unique_count|estimated_exception_count|real_exception_count|estimated_exception_size|real_exception_size|exception_compression_ratio|estimated_source_target_dict_size|real_source_target_dict_size|source_target_dict_compression_ratio|estimated_target_dict_size|real_target_dict_size|target_dict_compression_ratio|pearson_corr_coef|source_column_min|source_column_max|target_column_min|target_column_max|source_null_count|target_null_count|estimated_target_compressed_codes_size|real_target_compressed_codes_size|estimated_offsets_size|real_offsets_size|estimated_target_nullmap_size|real_target_nullmap_size
CityMaxCapita_1|0|27_Twitter Client|1410658|50557|21651|2.33509|27.9023|65.1544|string|target|Dict_1toN|11|26|44.765027|27.902328|37.723989|71.792865|-1093|30908|BP|-1|2|46|-1|-1|-1|-1|-1.000000|3823|1221|0.986896|-1|-1|-1.000000|-1.000000|-1|-1|-1|-1|0|0|15796|20388|12|24|-1|-1||11|26
CityMaxCapita_1|0|28_User Bio|4002248|2473691|2473715|0.99999|1.61793|1.61791|string|None|None||||||||||||||||||||||||||||||||||||
CityMaxCapita_1|0|29_User Loc|795139|392334|124373|3.15449|2.02669|6.39318|string|target|Dict_Sharing|23|28|8.947145|2.070001|1.388213|7.337126|-236224|275753|-1|-1|50|14506|-1|-1|-1|-1|-1.000000|236528|268039|-1.000000|-1|-1|-1.000000|-1.000000|-1|-1|-1|-1|2533|25096|108372|124361|-1|-1|-1|-1||23|28
CityMaxCapita_1|0|30_Username 1|997422|607549|607573|0.99996|1.64171|1.64165|string|None|None||||||||||||||||||||||||||||||||||||
CityMaxCapita_1|0|31_Username|1014674|651130|651154|0.999963|1.55833|1.55827|string|None|None||||||||||||||||||||||||||||||||||||
CMSprovider_1|0|1_AVERAGE_MEDICARE_ALLOWED_AMT|524288|327026|327050|0.999927|1.6032|1.60308|double|None|None||||||||||||||||||||||||||||||||||||
CMSprovider_1|0|2_AVERAGE_MEDICARE_PAYMENT_AMT|524288|524134|524158|0.999954|1.00029|1.00025|double|None|None||||||||||||||||||||||||||||||||||||
CMSprovider_1|0|3_AVERAGE_SUBMITTED_CHRG_AMT|524288|367746|367770|0.999935|1.42568|1.42559|double|None|None||||||||||||||||||||||||||||||||||||
CMSprovider_1|0|4_BENE_DAY_SRVC_CNT|262144|68805|52829|1.30241|3.80996|4.96212|integer|target|DFOR|4|3|4.071571|3.810454|3.764868|8.183561|0|31519|BP|BP|794|1210|-1|-1|-1|-1|-1.000000|3177|3188|-1.000000|-1|-1|-1.000000|-1.000000|-1|-1|0|8539|1|1|28856|49625|-1|-1|-1|-1||4|3
CMSprovider_1|0|5_BENE_UNIQUE_CNT|262144|64393|74638|0.862737|4.071|3.51221|integer|source|DFOR|4|3|4.071571|3.810454|3.764868|8.183561|0|31519|BP|BP|794|1210|-1|-1|-1|-1|-1.000000|3177|3188|-1.000000|-1|-1|-1.000000|-1.000000|-1|-1|0|8539|1|1|28856|49625|-1|-1|-1|-1||4|3
CMSprovider_1|0|6_HCPCS_CODE|589823|100977|22804|4.42804|5.84116|25.8649|string|target|Dict_1toN|6|5|23.456917|5.841683|23.456917|26.816231|0|78973|BP|-1|1439|1521|-1|-1|-1|-1|-1.000000|13689|13709|0.998833|-1|-1|-1.000000|-1.000000|-1|-1|-1|-1|1|1|2528|3305|5760|5772|-1|-1||6|5
CMSprovider_1|0|7_HCPCS_DESCRIPTION|4087274|174255|161557|1.0786|23.4557|25.2993|string|source|Dict_1toN|6|5|23.456917|5.841683|23.456917|26.816231|0|78973|BP|-1|1439|1521|-1|-1|-1|-1|-1.000000|13689|13709|0.998833|-1|-1|-1.000000|-1.000000|-1|-1|-1|-1|1|1|2528|3305|5760|5772|-1|-1||6|5
CMSprovider_1|0|8_HCPCS_DRUG_INDICATOR|327683|10301|2119|4.86126|31.8108|154.64|string|source|Dict_1to1|7|14|31.838613|11.261506|31.838613|814.115942|0|34434|BP|-1|1|9|50|49|400|416|0.942308|16|16|0.250000|55|74|0.783784|-1.000000|-1|-1|-1|-1|1|1|-1|-1|-1|-1|-1|9||7|14
CMSprovider_1|0|9_LINE_SRVC_CNT|524288|81706|81730|0.999706|6.41676|6.41488|double|None|None||||||||||||||||||||||||||||||||||||
CMSprovider_1|0|10_MEDICARE_PARTICIPATION_INDICATOR|327683|18010|1617|11.1379|18.1945|202.649|string|target|Dict_1to1|21|9|30.304541|18.203600|30.304541|220.959541|0|16518|BP|-1|2|2|180|188|1440|1528|0.984293|20|20|0.400000|11|30|0.466667|-1.000000|-1|-1|-1|-1|1|1|-1|-1|-1|-1|-1|9||21|9
CMSprovider_1|0|11_NPI|262144|175477|116772|1.50273|1.49389|2.24492|integer|target|Dict_Sharing|20|10|65536.000000|1.493894|4.809893|2.357071|-54497|64261|-1|-1|1|14681|-1|-1|-1|-1|-1.000000|52436|58736|-1.000000|-1|-1|-1.000000|-1.000000|-1|-1|-1|-1|0|0|111216|116760|-1|-1|-1|-1||20|10
CMSprovider_1|0|12_NPPES_CREDENTIALS|476945|77944|40319|1.93318|6.11907|11.8293|string|target|Dict_1toN|22|11|28.803319|6.346151|28.803319|13.415797|0|39604|BP|-1|73|436|-1|-1|-1|-1|-1.000000|20253|8276|0.998067|-1|-1|-1.000000|-1.000000|-1|-1|-1|-1|1|1386|14984|31717|296|308|-1|-1||22|11
CMSprovider_1|0|13_NPPES_ENTITY_CODE|327683|10322|2140|4.82336|31.7461|153.123|string|source|Dict_1toN|12|18|31.773781|3.984367|31.773781|5.646491|0|42462|BP|-1|2|2535|-1|-1|-1|-1|-1.000000|47006|47103|0.999660|-1|-1|-1.000000|-1.000000|-1|-1|-1|-1|1|38889|54752|94937|12|24|-1|-1||12|18
CMSprovider_1|0|14_NPPES_PROVIDER_CITY|856974|111579|104993|1.06273|7.68042|8.1622|string|source|Dict_1toN|13|17|7.681043|5.258919|7.681043|6.971327|0|66218|BP|-1|1599|7285|-1|-1|-1|-1|-1.000000|163158|161524|0.999901|-1|-1|-1.000000|-1.000000|-1|-1|-1|-1|1|1|33784|51393|6400|6412|-1|-1||13|17
CMSprovider_1|0|15_NPPES_PROVIDER_COUNTRY|393218|34926|545|64.0844|11.2586|721.501|string|target|Dict_1to1|7|14|31.838613|11.261506|31.838613|814.115942|0|34434|BP|-1|1|9|50|49|400|416|0.942308|16|16|0.250000|55|74|0.783784|-1.000000|-1|-1|-1|-1|1|1|-1|-1|-1|-1|-1|9||7|14
CMSprovider_1|0|16_NPPES_PROVIDER_GENDER|327580|10661|10685|0.997754|30.7269|30.6579|string|None|None||||||||||||||||||||||||||||||||||||
CMSprovider_1|0|17_NPPES_PROVIDER_STATE|393218|33512|20774|1.61317|11.7336|18.9284|string|source|Dict_1toN|16|19|11.736800|2.013379|11.736800|2.769731|0|35555|BP|-1|58|6757|-1|-1|-1|-1|-1.000000|27028|27044|0.999556|-1|-1|-1.000000|-1.000000|-1|-1|-1|-1|1|18|67364|80344|236|248|-1|-1||16|19
CMSprovider_1|0|18_NPPES_PROVIDER_STREET1|1417689|269587|219347|1.22904|5.25874|6.46322|string|target|Dict_1toN|13|17|7.681043|5.258919|7.681043|6.971327|0|66218|BP|-1|1599|7285|-1|-1|-1|-1|-1.000000|163158|161524|0.999901|-1|-1|-1.000000|-1.000000|-1|-1|-1|-1|1|1|33784|51393|6400|6412|-1|-1||13|17
CMSprovider_1|0|19_NPPES_PROVIDER_STREET2|574745|152459|142082|1.07304|3.76983|4.04516|string|target|Dict_1toN|12|18|31.773781|3.984367|31.773781|5.646491|0|42462|BP|-1|2|2535|-1|-1|-1|-1|-1.000000|47006|47103|0.999660|-1|-1|-1.000000|-1.000000|-1|-1|-1|-1|1|38889|54752|94937|12|24|-1|-1||12|18
CMSprovider_1|0|20_NPPES_PROVIDER_ZIP|262144|130225|107654|1.20966|2.01301|2.43506|integer|target|Dict_1toN|16|19|11.736800|2.013379|11.736800|2.769731|0|35555|BP|-1|58|6757|-1|-1|-1|-1|-1.000000|27028|27044|0.999556|-1|-1|-1.000000|-1.000000|-1|-1|-1|-1|1|18|67364|80344|236|248|-1|-1||16|19
CMSprovider_1|0|21_Number of Records|262144|4|60821|6.57668e-05|65536|4.31009|integer|source|Dict_Sharing|20|10|65536.000000|1.493894|4.809893|2.357071|-54497|64261|-1|-1|1|14681|-1|-1|-1|-1|-1.000000|52436|58736|-1.000000|-1|-1|-1.000000|-1.000000|-1|-1|-1|-1|0|0|111216|116760|-1|-1|-1|-1||20|10
CMSprovider_1|0|22_PLACE_OF_SERVICE|327683|10822|2640|4.09924|30.2793|124.122|string|source|Dict_1to1|21|9|30.304541|18.203600|30.304541|220.959541|0|16518|BP|-1|2|2|180|188|1440|1528|0.984293|20|20|0.400000|11|30|0.466667|-1.000000|-1|-1|-1|-1|1|1|-1|-1|-1|-1|-1|9||21|9
CMSprovider_1|0|23_PROVIDER_TYPE|1308794|45448|39126|1.16158|28.7976|33.4507|string|source|Dict_1toN|22|11|28.803319|6.346151|28.803319|13.415797|0|39604|BP|-1|73|436|-1|-1|-1|-1|-1.000000|20253|8276|0.998067|-1|-1|-1.000000|-1.000000|-1|-1|-1|-1|1|1386|14984|31717|296|308|-1|-1||22|11
CMSprovider_1|0|24_STDEV_MEDICARE_ALLOWED_AMT|524288|171183|171207|0.99986|3.06273|3.0623|double|None|None||||||||||||||||||||||||||||||||||||
CMSprovider_1|0|25_STDEV_MEDICARE_PAYMENT_AMT|524288|508599|508623|0.999953|1.03085|1.0308|double|None|None||||||||||||||||||||||||||||||||||||
CMSprovider_1|0|26_STDEV_SUBMITTED_CHRG_AMT|524288|249175|249199|0.999904|2.1041|2.10389|double|None|None||||||||||||||||||||||||||||||||||||
CommonGovernment_1|0|1_Number of Records|262144|4|28|0.142857|65536|9362.29|integer|None|None||||||||||||||||||||||||||||||||||||
CommonGovernment_1|0|2_a_aid_acontid_agencyid|524292|62986|4982|12.6427|8.32395|105.237|string|target|Dict_1to1|12|1|47.815146|8.323813|47.815146|103.676488|0|57929|BP|-1|136|131|430|413|3440|3328|0.992788|556|556|0.978417|1049|1068|0.985019|-1.000000|-1|-1|-1|-1|0|0|-1|-1|-1|-1|-1|0||12|1
CommonGovernment_1|0|3_a_aid_acontid_piid|966447|529121|529145|0.999955|1.82651|1.82643|string|None|None||||||||||||||||||||||||||||||||||||
CommonGovernment_1|0|4_ag_name|3538948|40481|26971|1.50091|87.4224|131.213|string|source|Dict_1to1|3|4|87.422445|9.609247|87.422445|947.518072|0|40506|BP|-1|39|39|0|0|0|-1|-1.000000|168|168|0.928571|235|254|0.937008|-1.000000|-1|-1|-1|-1|0|0|-1|-1|-1|-1|-1|0||3|4
CommonGovernment_1|0|5_agency_code|393220|40921|452|90.5332|9.60925|869.956|string|target|Dict_1to1|3|4|87.422445|9.609247|87.422445|947.518072|0|40506|BP|-1|39|39|0|0|0|-1|-1.000000|168|168|0.928571|235|254|0.937008|-1.000000|-1|-1|-1|-1|0|0|-1|-1|-1|-1|-1|0||3|4
CommonGovernment_1|0|6_ase_rowid|262144|155296|155320|0.999845|1.68803|1.68777|integer|None|None||||||||||||||||||||||||||||||||||||
CommonGovernment_1|0|7_award_type|1163451|14291|12109|1.1802|81.4114|96.0815|string|source|Dict_1toN|6|23|81.411448|10.265262|81.411448|47.784178|0|20051|BP|-1|5|7|-1|-1|-1|-1|-1.000000|428|96|0.875000|-1|-1|-1.000000|-1.000000|-1|-1|-1|-1|0|4193|5016|12048|24|36|-1|-1||6|23
CommonGovernment_1|0|8_award_type_code|327684|14228|155356|0.0915832|23.0309|2.10925|string|source|Dict_Sharing|7|52|23.030925|3.287513|3.335308|7.996616|-84019|151109|-1|-1|5|11231|-1|-1|-1|-1|-1.000000|84048|143363|-1.000000|-1|-1|-1.000000|-1.000000|-1|-1|-1|-1|0|0|105492|113264|-1|-1|-1|-1||7|52
CommonGovernment_1|0|9_award_type_key|262144|214|238|0.89916|1224.97|1101.45|integer|None|None||||||||||||||||||||||||||||||||||||
CommonGovernment_1|0|10_baseandalloptionsvalue|524288|286405|286429|0.999916|1.83058|1.83043|double|source|Equality|9|10|1.830583|1.779365|1.830583|8.078903|0|229753|PSEUDODECIMAL|-1|33920|35778|5390|5480|6489|65784|0.999635|-1|-1|-1.000000|-1|-1|-1.000000|-1.000000|-1|-1|-1|-1|0|0|-1|-1|-1|-1|-1|0||9|10
CommonGovernment_1|0|11_baseandexercisedoptionsvalue|524288|294649|65805|4.47761|1.77936|7.9673|double|target|Equality|9|10|1.830583|1.779365|1.830583|8.078903|0|229753|PSEUDODECIMAL|-1|33920|35778|5390|5480|6489|65784|0.999635|-1|-1|-1.000000|-1|-1|-1.000000|-1.000000|-1|-1|-1|-1|0|0|-1|-1|-1|-1|-1|0||9|10
CommonGovernment_1|0|12_bureau_code|393220|29641|13212|2.24349|13.2661|29.7623|string|target|Dict_1toN|28|11|73.048461|13.266084|73.048461|23.267456|0|12741|BP|-1|42|71|-1|-1|-1|-1|-1.000000|5946|1262|0.987322|-1|-1|-1.000000|-1.000000|-1|-1|-1|-1|0|0|10764|11748|172|184|-1|-1||28|11
CommonGovernment_1|0|13_bureau_name|2883588|60307|42225|1.42823|47.8151|68.291|string|source|Dict_1to1|12|1|47.815146|8.323813|47.815146|103.676488|0|57929|BP|-1|136|131|430|413|3440|3328|0.992788|556|556|0.978417|1049|1068|0.985019|-1.000000|-1|-1|-1|-1|0|0|-1|-1|-1|-1|-1|0||12|1
CommonGovernment_1|0|14_cd_contactiontype|327684|14228|12038|1.18192|23.0309|27.2208|string|source|Dict_1toN|13|47|23.030925|11.310743|23.030925|24.231742|0|22227|BP|-1|5|109|-1|-1|-1|-1|-1.000000|3171|1291|0.987607|-1|-1|-1.000000|-1.000000|-1|-1|-1|-1|0|0|16244|18852|24|36|-1|-1||13|47
CommonGovernment_1|0|15_co_name|3145681|156335|152293|1.02654|20.1214|20.6555|string|source|Dict_1to1|14|19|20.122571|9.052784|20.122571|70.158169|0|50442|BP|-1|1486|138|50|57|400|480|0.950000|5956|5956|0.997985|1105|1124|0.985765|-1.000000|-1|-1|-1|-1|1|0|-1|-1|-1|-1|-1|0||14|19
CommonGovernment_1|0|16_co_state|391900|44641|39910|1.11854|8.77893|9.81959|string|target|Dict_1toN|31|15|17476.266667|8.808919|251.457074|10.177106|-2055|5981|BP|-1|2|57|-1|-1|-1|-1|-1.000000|342|368|0.956522|-1|-1|-1.000000|-1.000000|-1|-1|-1|-1|0|660|38136|39500|12|24|-1|-1||31|15
CommonGovernment_1|0|17_code|393220|41423|27409|1.51129|9.49279|14.3464|string|source|Dict_1to1|16|26|9.492794|12.492101|9.492794|727.123440|0|41246|BP|-1|44|45|20|18|160|168|0.857143|188|188|0.936170|361|380|0.957895|-1.000000|-1|-1|-1|-1|0|9|-1|-1|-1|-1|-1|20||16|26
CommonGovernment_1|0|18_contract_num|3489098|1154897|1154921|0.999979|3.02113|3.02107|string|None|None||||||||||||||||||||||||||||||||||||
CommonGovernment_1|0|19_contract_signeddate|1572868|66331|67493|0.982783|23.7124|23.3042|string|source|Dict_1to1|18|50|23.712412|22.771773|23.712412|401.848041|0|62442|BP|-1|138|138|0|0|0|-1|-1.000000|564|564|0.978723|3175|3194|0.994991|-1.000000|-1|-1|-1|-1|0|0|-1|-1|-1|-1|-1|0||18|50
CommonGovernment_1|0|20_contractingofficeagencyid|524292|57915|7590|7.63043|9.05278|69.0767|string|target|Dict_1to1|14|19|20.122571|9.052784|20.122571|70.158169|0|50442|BP|-1|1486|138|50|57|400|480|0.950000|5956|5956|0.997985|1105|1124|0.985765|-1.000000|-1|-1|-1|-1|1|0|-1|-1|-1|-1|-1|0||14|19
